GeneSymbol,Platform,TCGA.05.4390.01,TCGA.05.4417.01,TCGA.05.4433.01,TCGA.44.5644.01,TCGA.44.6145.01
SUSD3,geneExp,-0.294392088,-0.161330041,-0.169433396,-0.286240622,-0.239660932
SUSD4,geneExp,-0.276449776,-0.174670272,-0.17119016,-0.278303842,-0.247816018
SUSD5,geneExp,-0.291142682,-0.150124236,-0.173566947,-0.283994354,-0.255178262
SUSD6,geneExp,0.05046758,0.091143456,0.220671075,0.206289254,0.127544937
SUV39H1,geneExp,-0.227708854,-0.157747234,-0.14339198,-0.225591607,-0.209532377
SUV39H2,geneExp,-0.235479138,-0.156680015,-0.154139228,-0.271115811,-0.240000721
SUZ12,geneExp,-0.135736856,-0.002466894,-0.059067407,-0.074343456,-0.121638553
SUZ12P1,geneExp,-0.272917823,-0.166666136,-0.168916693,-0.234127386,-0.245777246
SV2A,geneExp,-0.100982462,-0.16384563,-0.172740244,0.007120903,-0.244531334
SVBP,geneExp,-0.251867389,-0.148447181,-0.160649579,-0.102051813,-0.210438499
SVEP1,geneExp,-0.284167789,-0.101576458,-0.095279447,-0.269917791,-0.061767689
SVIL,geneExp,-0.089856814,0.143441744,0.002297315,0.161958566,0.072845769
SVIP,geneExp,-0.23971749,-0.130380692,-0.086038871,-0.224992608,-0.168077298
SWAP70,geneExp,-0.077530305,0.220276937,0.033524269,-0.131697954,0.226538758
SWI5,geneExp,-0.256670857,-0.145397989,-0.142978623,-0.19818723,-0.20568136
SWSAP1,geneExp,-0.287610728,-0.173298135,-0.171913529,-0.274560077,-0.251327245
SWT1,geneExp,-0.2736242,-0.159729207,-0.159099494,-0.244609933,-0.238528283
SYAP1,geneExp,0.039165343,0.001039693,-0.043773251,-0.111182109,0.131962287
SYBU,geneExp,-0.050404933,-0.168800574,-0.157136064,-0.114476625,-0.102294
SYDE1,geneExp,-0.233077415,-0.131371678,-0.159512852,-0.269468542,-0.208739517
SYDE2,geneExp,-0.300608311,-0.170477629,-0.168400002,-0.27935209,-0.256990507
SYF2,geneExp,-0.15000593,-0.075647607,-0.030649203,-0.11193088,-0.040880448
SYK,geneExp,0.293465789,0.014608609,0.107928298,-0.028969024,0.193918361
SYMPK,geneExp,0.073778452,0.071018749,0.082506931,0.02539048,0.150537774
SYN1,geneExp,-0.300608311,-0.17162108,-0.173566947,-0.257039249,-0.256990507
SYNC,geneExp,-0.295663581,-0.160759077,-0.169680375,-0.237135891,-0.227271973
SYNCRIP,geneExp,0.212513481,0.290179761,0.273373931,0.310216205,0.421694733
SYNDIG1,geneExp,-0.281535768,-0.164836616,-0.173050256,-0.286240622,-0.244078264
SYNE1,geneExp,-0.172751688,0.104102536,-0.010911472,-0.046939102,0.100814346
SYNE2,geneExp,-0.023420823,0.137262556,0.375886151,0.188319176,0.269919327
SYNE3,geneExp,-0.297641473,-0.168953027,-0.16571319,-0.286540121,-0.250081333
SYNE4,geneExp,-0.226154793,-0.160643973,-0.164989821,-0.235325406,-0.241359914
SYNGAP1,geneExp,-0.219938549,-0.156680015,-0.148145568,-0.149967531,-0.223350742
SYNGR1,geneExp,-0.292583729,-0.16623162,-0.168296669,-0.283431295,-0.248401608
SYNGR2,geneExp,1.401509363,0.347657119,0.817866776,0.956839476,1.316603314
SYNGR3,geneExp,-0.24847672,-0.158509535,-0.172016862,-0.238619922,-0.248382351
SYNJ1,geneExp,-0.276732323,-0.143339772,-0.132128042,-0.220799594,-0.20964564
SYNJ2,geneExp,-0.20849505,-0.102404313,-0.042739857,-0.129751186,-0.136023252
SYNJ2BP,geneExp,0.002291773,-0.075418921,-0.040466402,-0.063860909,-0.150181407
SYNM,geneExp,-0.287893297,-0.113228956,-0.14215192,-0.251049215,-0.218140533
SYNPO,geneExp,-0.067499561,0.173090618,0.115782067,-0.036157055,0.136379637
SYNPO2,geneExp,-0.274754431,-0.045079408,-0.145562102,-0.257188998,-0.197752801
SYNRG,geneExp,-0.149016985,0.019487333,0.000662491,0.009217399,0.013600119
SYP,geneExp,-0.297641473,-0.165675137,-0.171603505,0.264542251,-0.256990507
SYPL1,geneExp,0.246985328,0.0499793,0.167038171,0.163011318,0.467114092
SYPL2,geneExp,-0.302868771,-0.17459404,-0.174393662,-0.288786389,-0.25755684
SYS1,geneExp,-0.055386383,-0.077442826,-0.04082603,-0.035018935,-0.097792827
SYT1,geneExp,-0.283796229,-0.173221903,-0.170053433,-0.137837738,-0.258236419
SYT11,geneExp,-0.252997619,-0.113152735,-0.144632053,-0.022529742,-0.181669137
SYT12,geneExp,-0.295098466,-0.172612067,-0.158272791,-0.245508453,-0.248269088
SYT15,geneExp,-0.297924041,-0.168800574,-0.128717848,-0.282646606,-0.238868072
SYT17,geneExp,-0.25229122,-0.136707773,-0.155172622,-0.178120657,-0.223124198
SYT2,geneExp,-0.288458412,-0.176194874,-0.174703674,-0.280999337,-0.25710377
SYT7,geneExp,0.445339661,0.161656127,-0.170156766,1.328969821,-0.120619168
SYTL1,geneExp,-0.154385545,-0.133429883,-0.00347106,-0.138286987,-0.120958975
SYTL2,geneExp,-0.237315768,-0.10522482,0.005519423,-0.177671408,-0.15743037
SYTL3,geneExp,-0.175012149,-0.09638215,-0.15486261,-0.25509248,-0.217121147
SYTL4,geneExp,-0.274471884,-0.154469344,-0.077048387,-0.218403576,-0.168303842
SYVN1,geneExp,0.225934893,0.173471756,-0.029512476,0.754526359,0.185196942
SZRD1,geneExp,0.446611176,0.145952761,0.28556793,0.772795936,0.505850803
SZT2,geneExp,-0.29832949,-0.17611407,-0.169860183,-0.263947236,-0.25475465
SZT2,geneExp,-0.208595345,-0.108188637,-0.02473822,1.041532461,-0.079185623
TAB1,geneExp,-0.151107913,-0.105888021,-0.118900649,-0.183325979,-0.179271302
TAB2,geneExp,0.092285879,0.105703371,0.099144493,-0.013394942,0.292459112
TAB3,geneExp,-0.197192791,-0.090055069,-0.098439548,-0.179767904,-0.047563096
TACC1,geneExp,-0.113980044,0.190089889,0.39769067,0.250765188,0.04916541
TACC2,geneExp,0.861120916,0.491045598,0.116195413,1.246756735,0.623759901
TACC3,geneExp,0.054847194,-0.102937917,-0.080251889,-0.111182109,-0.134097744
TACO1,geneExp,-0.172610426,-0.129770856,-0.137294987,-0.198636502,-0.191183416
TACSTD2,geneExp,0.681980364,0.136576476,0.712771076,0.046205802,0.976467825
TADA1,geneExp,-0.197757906,-0.143263551,-0.149075629,-0.228137375,-0.212930341
TADA2A,geneExp,-0.267125431,-0.155536563,-0.158169446,-0.254643231,-0.225729303
TADA2B,geneExp,-0.122032896,-0.099202656,-0.040466402,-0.137837738,-0.136249779
TADA3,geneExp,0.098463966,-0.033734119,0.096137329,0.088050622,-0.020644492
TAF1,geneExp,-0.195356183,-0.077248441,-0.027755713,-0.070000692,-0.104762049
TAF10,geneExp,-0.074422183,-0.046146627,-0.089345719,-0.080782738,-0.016301892
TAF11,geneExp,-0.160036675,-0.125656724,-0.125307667,-0.130949206,-0.159583552
TAF12,geneExp,-0.232371016,-0.13106676,-0.125514346,-0.175574889,-0.148255881
TAF13,geneExp,-0.264723687,-0.153554591,-0.160029555,-0.276057574,-0.216781358
TAF15,geneExp,-0.027517891,-0.015273509,0.264590126,0.265889998,0.05312969
TAF1A,geneExp,-0.286197952,-0.164379233,-0.156516028,-0.27950184,-0.23716909
TAF1B,geneExp,-0.23858726,-0.153859508,-0.155792658,-0.271115811,-0.232185425
TAF1C,geneExp,-0.214004873,-0.12550198,-0.111563596,-0.025974007,-0.168077298
TAF1D,geneExp,-0.176718776,-0.099458024,-0.137386954,-0.085817346,-0.159136148
TAF1L,geneExp,-0.296087411,-0.174677135,-0.169433396,-0.28521782,-0.255857858
TAF2,geneExp,-0.026670207,-0.065890183,-0.093582616,0.068219145,-0.149388548
TAF3,geneExp,-0.240565152,-0.152944743,-0.15176244,-0.269768041,-0.227881338
TAF4,geneExp,-0.139833924,-0.126035583,-0.12293088,-0.092163784,-0.164792615
TAF4B,geneExp,-0.256529572,-0.166589903,-0.153932549,-0.278453592,-0.235356845
TAF5,geneExp,-0.279699161,-0.162092342,-0.167159942,-0.230233871,-0.24113337
TAF5L,geneExp,-0.194508522,-0.061849993,-0.091619173,-0.185757937,-0.103516119
TAF6,geneExp,0.010062079,-0.064060663,-0.04521999,0.065972899,0.064731437
TAF6L,geneExp,-0.267831809,-0.146007825,-0.157859434,-0.239967669,-0.217574217
TAF7,geneExp,0.147808139,0.036029221,0.087570531,0.218718547,0.082578648
TAF8,geneExp,-0.184336493,-0.122071625,-0.111873608,-0.217055829,-0.132398762
TAF9,geneExp,-0.115957936,-0.028385055,-0.077668423,-0.062962411,-0.098305927
TAF9B,geneExp,-0.217960657,-0.12550198,-0.130681291,-0.13514222,-0.19016403
TAGAP,geneExp,-0.274471884,-0.130228227,-0.111770275,-0.276656573,-0.183821172
TAGLN,geneExp,1.27746724,1.107205162,-0.000370903,0.370583667,0.966635273
TAGLN2,geneExp,7.759585695,2.568082176,3.053397918,3.824264816,3.787484258
TAL1,geneExp,-0.28958862,-0.16979156,-0.169536729,-0.286689871,-0.249741526
TALDO1,geneExp,0.218870987,0.234684387,0.359351923,0.20044897,2.087826254
TAMM41,geneExp,-0.280970675,-0.170782547,-0.162613021,-0.270666562,-0.248382351
TANC1,geneExp,-0.227708854,-0.055904062,-0.006467897,-0.082579735,-0.054812077
TANC2,geneExp,-0.032180052,0.081081102,-0.008327993,0.459817086,-0.033404941
TANGO2,geneExp,-0.232794869,-0.115363394,-0.071468084,-0.03256304,-0.192769117
TANGO6,geneExp,-0.254127849,-0.135030718,-0.129751242,-0.272763058,-0.20250994
TANK,geneExp,-0.190835284,-0.055599144,-0.057310656,-0.069401693,-0.06330697
TAOK1,geneExp,-0.250737158,-0.114906023,-0.108876784,-0.241764688,-0.208739517
TAOK2,geneExp,-0.101406293,-0.022057974,0.047371686,0.178735127,0.007597068
TAOK3,geneExp,-0.200159629,-0.030519493,-0.006157885,-0.078985719,-0.008599858
TAP1,geneExp,0.072789506,0.269750148,0.654487918,-0.011148696,2.030853845
TAP2,geneExp,-0.068126835,0.05767775,0.200466257,-0.126613918,0.927331099
TAPBP,geneExp,0.439123439,0.658446497,0.921722402,0.565990305,2.543832051
TAPBPL,geneExp,-0.110155635,-0.001690868,-0.066714497,-0.087066281,-0.050710741
TAPT1,geneExp,-0.216971711,-0.115897009,-0.106499984,-0.033761037,-0.188011978
TAPT1-AS1,geneExp,-0.29142525,-0.172307149,-0.165403178,-0.251648214,-0.251213982
TARBP1,geneExp,-0.217112995,-0.129313473,-0.122310843,-0.166440112,-0.132398762
TARBP2,geneExp,-0.128390403,-0.127941336,-0.13140466,-0.097255296,-0.197186467
TARDBP,geneExp,0.264786355,0.138787146,0.17633868,0.531547647,0.288834622
TARS,geneExp,0.061628554,0.042508767,0.015543301,1.877805947,-0.036916168
TARS2,geneExp,-0.166111635,-0.126569199,-0.102676445,-0.090965786,-0.148255881
TARSL2,geneExp,-0.261333018,-0.15279229,-0.149695652,-0.145475018,-0.217121147
TAS1R3,geneExp,-0.207929935,-0.168953027,-0.17315359,-0.266323775,-0.247476228
TAS2R20,geneExp,-0.301879825,-0.176042409,-0.174186984,-0.266922797,-0.254951736
TASP1,geneExp,-0.259355126,-0.156832468,-0.150315689,-0.182313671,-0.227654811
TATDN1,geneExp,-0.243249444,-0.148904564,-0.157756088,-0.168536608,-0.225729303
TATDN2,geneExp,-0.116240483,-0.053464706,-0.000164225,-0.106839345,-0.072594722
TATDN3,geneExp,-0.265853917,-0.147075044,-0.14287529,-0.251648214,-0.204775237
TAX1BP1,geneExp,0.620806975,0.355432582,0.309955915,0.745990581,0.704178217
TAX1BP3,geneExp,0.20068004,0.072971004,0.076556673,0.107531686,0.122995085
TAZ,geneExp,-0.169219757,-0.137546306,-0.13688163,-0.04768785,-0.184500768
TBC1D1,geneExp,-0.225165847,-0.049576981,0.027013918,-0.019085476,-0.091736542
TBC1D10A,geneExp,-0.15696952,-0.114886203,-0.124480952,-0.235515577,-0.181718964
TBC1D10B,geneExp,0.021788146,-0.011766935,0.004796054,0.129317408,0.000234824
TBC1D10C,geneExp,-0.284926459,-0.149895551,-0.149592319,-0.279052591,-0.208966043
TBC1D12,geneExp,-0.236185537,-0.147532427,-0.140705169,-0.198037481,-0.215308902
TBC1D13,geneExp,-0.215276387,-0.091427206,-0.058447383,-0.137538238,-0.113596731
TBC1D14,geneExp,0.38360118,-0.019847315,0.050265177,-0.056373378,-0.091056946
TBC1D15,geneExp,-0.101971408,-0.019085014,-0.097096143,0.075257426,-0.073614108
TBC1D16,geneExp,-0.197192791,-0.141052881,-0.145458756,-0.185009188,-0.187445662
TBC1D17,geneExp,-0.187475695,-0.069816025,-0.065775146,-0.161107491,-0.117034338
TBC1D19,geneExp,-0.271222478,-0.134039731,-0.167883312,-0.277255572,-0.245097668
TBC1D2,geneExp,-0.188998677,-0.026784232,-0.016698453,-0.151315279,-0.041220255
TBC1D20,geneExp,-0.119489889,-0.016721879,-0.041499796,0.080498711,-0.101250821
TBC1D22A,geneExp,-0.214287441,-0.096000999,-0.116317183,-0.270966061,-0.178384436
TBC1D22B,geneExp,-0.234631476,-0.129036761,-0.115947227,-0.212873286,-0.163057396
TBC1D23,geneExp,-0.15071233,-0.065280335,-0.071674763,0.032278989,-0.05096106
TBC1D24,geneExp,-0.113397963,-0.103430369,-0.131508006,-0.261382013,-0.212590534
TBC1D25,geneExp,-0.20171369,-0.12184294,-0.12654774,-0.148470034,-0.184953821
TBC1D2B,geneExp,-0.193943407,-0.026631767,0.063595903,0.071513661,0.056527636
TBC1D3,geneExp,-0.250949096,-0.163679439,-0.152293598,-0.223520557,-0.21274344
TBC1D31,geneExp,-0.216830449,-0.158585755,-0.165609857,-0.176024138,-0.240567054
TBC1D32,geneExp,-0.29029502,-0.173984204,-0.165506512,-0.271415311,-0.245210931
TBC1D3B,geneExp,-0.279416614,-0.171087465,-0.164989821,-0.248054198,-0.238188476
TBC1D3H,geneExp,-0.300325764,-0.17642356,-0.174290329,-0.286240622,-0.254045613
TBC1D4,geneExp,-0.275319546,-0.089140303,-0.09947293,-0.220350345,-0.172494648
TBC1D5,geneExp,-0.161449451,-0.051635186,-0.007914636,-0.187405184,-0.042239641
TBC1D7,geneExp,-0.207082251,-0.092475361,-0.153519191,-0.19174797,-0.20964564
TBC1D8,geneExp,-0.223187955,-0.091884577,-0.060307479,0.083793227,-0.196167081
TBC1D8B,geneExp,-0.264864971,-0.147989798,-0.128097824,-0.206273782,-0.174306893
TBC1D9,geneExp,-0.155515776,-0.040734311,-0.038089615,-0.179318654,-0.049148815
TBC1D9B,geneExp,0.295443681,0.142446186,0.235861898,0.081846458,0.289400955
TBCA,geneExp,-0.009716863,-0.042868749,-0.085728859,-0.11851989,-0.089471245
TBCB,geneExp,0.151306181,-0.060697399,-0.073758081,0.001362971,-0.110910081
TBCC,geneExp,-0.21230955,-0.125654433,-0.119520686,-0.196689733,-0.192089539
TBCCD1,geneExp,-0.260344072,-0.154850495,-0.147318865,-0.233977636,-0.218140533
TBCD,geneExp,0.284661345,0.049880956,0.007159412,-0.010103421,-0.02565308
TBCE,geneExp,-0.232030535,-0.121130189,-0.149269903,-0.234197779,-0.207290854
TBCEL,geneExp,-0.223894355,-0.135335636,-0.155172622,-0.204776263,-0.182461997
TBCK,geneExp,-0.234080496,-0.145931593,-0.139577744,-0.245795973,-0.191636468
TBK1,geneExp,-0.186173101,-0.093561644,0.225217996,-0.121065658,-0.112350819
TBKBP1,geneExp,-0.208777596,-0.135640554,-0.163956427,-0.242213937,-0.222557883
TBL1X,geneExp,0.131561172,0.040679247,-0.075291623,-0.094709551,-0.018453944
TBL1XR1,geneExp,0.097513178,0.088246717,0.141203434,0.142046224,0.533487517
TBL2,geneExp,0.123649604,-0.073741866,-0.037779591,-0.072696209,-0.150407933
TBL3,geneExp,0.027721822,-0.10011741,-0.072604811,-0.139784484,-0.128434482
TBP,geneExp,-0.233218699,-0.154164426,-0.144322029,-0.218553326,-0.205568097
TBPL1,geneExp,-0.23364253,-0.143111086,-0.148765604,-0.239218921,-0.218367059
TBRG1,geneExp,-0.172892972,-0.114877816,-0.080636313,-0.106658159,-0.152220179
TBRG4,geneExp,0.262243348,-0.066728705,-0.071674763,0.091580257,-0.158563019
TBX1,geneExp,-0.302444918,-0.139985662,-0.175220378,-0.289535138,-0.252346631
TBX19,geneExp,-0.29720917,-0.173983436,-0.17170685,-0.278288867,-0.248257756
TBX2,geneExp,-0.253562734,-0.086548494,-0.115387135,-0.254193982,-0.21360992
TBX21,geneExp,-0.303010033,-0.173374368,-0.170156766,-0.288037618,-0.243625212
TBX3,geneExp,-0.291707797,-0.11627816,-0.15083238,-0.216007558,-0.235470108
TBX4,geneExp,-0.292838027,-0.147151277,-0.145148744,-0.282496857,-0.236376231
TBX5,geneExp,-0.286197952,-0.144559456,-0.160236234,-0.275608325,-0.22199155
TBX6,geneExp,-0.299619365,-0.175661259,-0.168503348,-0.260034265,-0.252459894
TBXA2R,geneExp,-0.292979289,-0.165065302,-0.171913529,-0.282496857,-0.24996807
TBXAS1,geneExp,-0.060718223,-0.110103531,-0.048630184,-0.265575027,-0.097626331
TC2N,geneExp,0.988977516,0.378149098,0.108548335,0.384043261,0.144194933
TCAF1,geneExp,-0.238022145,-0.155231645,-0.110116844,-0.275608325,-0.162753843
TCAF2,geneExp,-0.077776131,-0.15616394,-0.144205254,-0.277589525,-0.21506086
TCAIM,geneExp,-0.190835284,-0.131371678,-0.06681783,-0.160749578,-0.128774271
TCEA1,geneExp,0.352520001,0.036639057,0.006346126,0.64071586,-0.040880448
TCEA2,geneExp,-0.265006255,-0.161863645,-0.15610267,-0.271115811,-0.182235453
TCEA3,geneExp,-0.272352708,-0.114677325,-0.050283601,-0.126905941,0.183611223
TCEAL1,geneExp,-0.240282606,-0.138918443,-0.157239397,-0.249102469,-0.225729303
TCEAL3,geneExp,-0.218101941,-0.137317609,-0.143185302,-0.227688126,-0.196053818
TCEAL4,geneExp,-0.085441873,-0.007650524,-0.086762253,-0.081231988,-0.16898342
TCEAL6,geneExp,-0.298912987,-0.175356341,-0.173876972,-0.28698937,-0.255857858
TCEAL8,geneExp,-0.061848454,-0.031434259,-0.073844884,-0.143827748,-0.147009969
TCEAL9,geneExp,-0.022290592,-0.000484909,-0.026825664,-0.13544172,-0.078144721
TCEANC,geneExp,-0.297500188,-0.174746505,-0.17170685,-0.28698937,-0.251100719
TCEANC2,geneExp,-0.276591038,-0.164912849,-0.155275955,-0.269768041,-0.229127267
TCERG1,geneExp,-0.055490925,-0.0967633,-0.070744715,-0.062213662,-0.122204887
TCF12,geneExp,-0.150147215,-0.000713595,-0.025482258,0.003826387,-0.028421275
TCF19,geneExp,-0.20058346,-0.145245524,-0.113940383,-0.241914438,-0.122431413
TCF20,geneExp,-0.092505779,-0.03997201,-0.025688937,0.044558556,-0.029780468
TCF21,geneExp,-0.294250804,-0.159043138,-0.142048574,-0.285042624,-0.211684411
TCF25,geneExp,0.028004368,0.069875309,0.134279726,0.204042986,0.165488788
TCF3,geneExp,0.064312823,0.012550404,-0.035919494,0.102062804,-0.021738628
TCF4,geneExp,-0.198605568,0.080471266,-0.075601648,-0.211065795,-0.037482502
TCF7,geneExp,-0.286197952,-0.131829061,-0.108153402,-0.270516812,-0.191070153
TCF7L1,geneExp,0.344467149,-0.136784005,-0.135434891,-0.265724777,-0.235017056
TCF7L2,geneExp,-0.244097105,-0.070235292,0.072896411,-0.00770443,-0.169549754
TCFL5,geneExp,-0.226719908,-0.156222632,-0.160339567,-0.242213937,-0.214969113
TCHP,geneExp,-0.234042338,-0.132972512,-0.14576878,-0.181714672,-0.165245667
TCIM,geneExp,5.163460676,0.973657215,0.08943064,1.558387815,0.763982257
TCIRG1,geneExp,0.064030277,0.000658542,0.102761353,0.117187615,0.1827051
TCN2,geneExp,0.082961535,0.031302962,-0.01855855,0.067021147,-0.076332476
TCOF1,geneExp,-0.006043626,-0.060782774,-0.033956052,0.005174135,-0.089584508
TCP1,geneExp,0.434266307,0.179065511,0.170438025,0.344943365,0.493918303
TCP11L1,geneExp,-0.240706436,-0.157213618,-0.15847947,-0.227824387,-0.21539726
TCP11L2,geneExp,-0.257094687,-0.162625946,-0.15971953,-0.168536608,-0.225276251
TCTA,geneExp,-0.16554652,-0.041953983,-0.078185114,-0.107588094,-0.119826326
TCTE3,geneExp,-0.298206588,-0.176499792,-0.172946923,-0.27156506,-0.252573157
TCTEX1D1,geneExp,-0.303857717,-0.177109628,-0.172740244,-0.288786389,-0.255064999
TCTEX1D2,geneExp,-0.284785175,-0.173831739,-0.172016862,-0.270666562,-0.230939513
TCTN1,geneExp,-0.213015927,-0.124830392,-0.153002501,-0.213461813,-0.188621343
TCTN2,geneExp,-0.251867389,-0.150276701,-0.153312525,-0.197288732,-0.173514034
TCTN3,geneExp,-0.114403875,-0.038523641,-0.057000631,-0.074493206,-0.028194749
TDG,geneExp,-0.087419765,-0.091046055,-0.139568441,0.084392226,-0.173627297
TDO2,geneExp,-0.296228696,-0.139604512,-0.171293493,-0.289535138,-0.230486442
TDP1,geneExp,-0.246357544,-0.148066031,-0.143702005,-0.182313671,-0.230939513
TDP2,geneExp,-0.05789267,-0.073894319,-0.04449662,-0.037954052,0.016318487
TDRD10,geneExp,-0.2736242,-0.171163697,-0.17480702,-0.289085889,-0.257443577
TDRD3,geneExp,-0.273482938,-0.1495144,-0.137811678,-0.213461813,-0.198772186
TDRD7,geneExp,-0.243108159,-0.127941336,-0.092135876,-0.223195589,-0.110651837
TDRKH,geneExp,-0.163427343,-0.135793019,-0.144425374,0.030931242,-0.118580396
TDRP,geneExp,-0.218101941,-0.074351702,-0.163026379,-0.258087496,-0.240793581
TEAD1,geneExp,-0.056479871,0.017734046,-0.023002125,0.17633911,0.29076013
TEAD2,geneExp,-0.169502304,0.020707005,-0.144632053,-0.257338748,-0.088338578
TEAD3,geneExp,-0.064250177,-0.095543617,-0.067231188,-0.098153817,-0.032951888
TEAD4,geneExp,-0.259355126,-0.144864374,-0.154655931,-0.214809561,-0.215535428
TEC,geneExp,-0.29636998,-0.171773533,-0.168710027,-0.281149109,-0.245663983
TECPR1,geneExp,-0.221775178,-0.136784005,-0.100196312,-0.148619784,-0.184953821
TECPR2,geneExp,-0.14393097,-0.094933781,-0.094512664,-0.193844466,-0.156410985
TECR,geneExp,-0.004489565,-0.066576252,-0.055657225,0.027786476,-0.089697771
TEDC1,geneExp,-0.236609368,-0.168114505,-0.147215519,-0.22274634,-0.233431337
TEDC2,geneExp,-0.249889497,-0.171773533,-0.170260099,-0.258087496,-0.238528283
TEF,geneExp,-0.189422508,-0.135259403,-0.079838544,-0.258237246,-0.179517085
TEFM,geneExp,-0.276167208,-0.1635407,-0.160752924,-0.252546735,-0.243058878
TEK,geneExp,-0.296087411,-0.120165885,-0.131094648,-0.272463559,-0.217007884
TELO2,geneExp,-0.017628431,-0.12222409,-0.129957921,-0.203877764,-0.151880372
TEN1,geneExp,-0.228155292,-0.145927022,-0.144253832,-0.242258862,-0.215695147
TENM1,geneExp,-0.258224896,-0.172688299,-0.17480702,-0.008303429,-0.257330296
TENM4,geneExp,-0.097591793,-0.092037042,-0.166333227,-0.138286987,-0.180763015
TEP1,geneExp,-0.196627676,-0.10896008,0.185432509,-0.170932626,-0.092416139
TEPSIN,geneExp,-0.240808147,-0.150649465,-0.148073232,-0.129015926,-0.203886112
TERF1,geneExp,-0.076258813,-0.112771585,-0.122827534,-0.079135469,-0.209305851
TERF2,geneExp,-0.229262916,-0.107206793,-0.110426869,-0.208220528,-0.142366093
TERF2IP,geneExp,-0.08869128,0.027491469,-0.047493456,-0.068652944,-0.00033151
TES,geneExp,0.103001809,-0.02023684,0.091900432,0.028075504,0.553842419
TESC,geneExp,-0.074563467,-0.072141032,0.050885213,0.441996759,0.742801665
TESK1,geneExp,-0.110165523,-0.076867291,-0.071778096,-0.094410052,-0.030120257
TESK2,geneExp,-0.288458412,-0.169181724,-0.161476294,-0.257039249,-0.234790529
TESMIN,geneExp,-0.300608311,-0.171316162,-0.170053433,-0.240716418,-0.238754809
TET1,geneExp,-0.289871189,-0.168038273,-0.173463614,-0.270966061,-0.253252753
TET2,geneExp,-0.195497468,-0.106978107,-0.093995973,-0.195042486,-0.196846678
TET3,geneExp,-0.128814234,-0.102632999,-0.057724001,-0.034509786,-0.153239564
TEX10,geneExp,-0.237033199,-0.136860238,-0.130784636,-0.226040856,-0.186879329
TEX14,geneExp,-0.303575149,-0.177109628,-0.17315359,-0.288786389,-0.258123156
TEX2,geneExp,-0.038255012,-0.048509762,-0.047080099,-0.073145458,-0.054812077
TEX261,geneExp,0.207851297,0.121025575,0.110305098,0.279667061,0.187575521
TEX264,geneExp,-0.022290592,-0.082050921,-0.037572912,-0.048885848,-0.15029467
TEX30,geneExp,-0.264723687,-0.168190726,-0.167056596,-0.24880297,-0.236149704
TEX9,geneExp,-0.303433864,-0.176880943,-0.170466778,-0.282646606,-0.247362965
TFAM,geneExp,-0.118500943,-0.1107896,-0.119003995,-0.213611563,-0.155731388
TFAP2A,geneExp,-0.28422006,-0.168266958,-0.123860928,-0.266323775,-0.223124198
TFAP2C,geneExp,-0.236468084,-0.15835707,-0.15486261,-0.195341986,-0.191409942
TFAP2E,geneExp,-0.299619365,-0.174746505,-0.173773626,-0.280699838,-0.256588411
TFAP4,geneExp,-0.213581042,-0.150352934,-0.150522368,-0.208669777,-0.221538497
TFB1M,geneExp,-0.277579984,-0.160262822,-0.153415858,-0.255391979,-0.229693583
TFB2M,geneExp,-0.222199009,-0.120470803,-0.132644733,-0.141132254,-0.192429328
TFCP2,geneExp,-0.188857392,-0.115363394,-0.095029367,-0.12001741,-0.140893655
TFCP2L1,geneExp,1.747499239,0.180942289,-0.096889464,0.856057292,-0.054019217
TFDP1,geneExp,0.107261353,-0.03959086,0.027737288,-0.112829379,0.235713229
TFDP2,geneExp,-0.256812119,-0.143263551,-0.157756088,-0.240566668,-0.207833395
TFE3,geneExp,-0.045036372,0.032598878,-0.014631665,0.046355552,0.031835817
TFEB,geneExp,-0.199170683,-0.137622539,-0.100919682,-0.200283749,-0.201830343
TFEC,geneExp,-0.28422006,-0.156146399,-0.148455592,-0.282796356,-0.200357887
TFF3,geneExp,3.640059701,0.227290087,1.58515835,0.664526221,-0.217800744
TFG,geneExp,0.29388962,0.202744051,0.142443507,0.509234805,0.517856924
TFIP11,geneExp,-0.155837896,-0.069649079,-0.093874034,-0.107871132,-0.150917626
TFPI,geneExp,0.151057545,0.272646887,0.252602806,0.246272674,1.207415635
TFPI2,geneExp,1.30897225,0.580463292,-0.171603505,-0.188153955,0.016091961
TFPT,geneExp,-0.233994314,-0.147461534,-0.143800174,-0.21311588,-0.208788233
TFR2,geneExp,-0.279981729,-0.176271107,-0.172120208,-0.267671545,-0.249628263
TFRC,geneExp,-0.049698533,0.01498976,0.704503962,0.374608962,0.206604078
TGDS,geneExp,-0.255258058,-0.151115235,-0.144425374,-0.224543359,-0.209305851
TGFA,geneExp,-0.293261858,-0.151420153,-0.007604624,-0.219002575,-0.016415155
TGFB1,geneExp,-0.107905084,0.020097169,0.102554675,-0.068353423,-0.035783519
TGFB1I1,geneExp,-0.177555156,-0.090359987,-0.139155084,-0.186806185,-0.177478313
TGFB2,geneExp,-0.297358926,-0.159729207,-0.159512852,-0.250599966,-0.237848687
TGFB3,geneExp,-0.219514718,-0.01603581,-0.154552585,-0.241764688,-0.170002806
TGFBI,geneExp,0.715745812,0.278516585,0.037141129,0.762313389,0.43789166
TGFBR1,geneExp,0.079147035,-0.004220181,0.00810289,0.088135991,0.114406168
TGFBR2,geneExp,0.106272407,0.29856506,1.061850001,0.058335619,0.435399836
